"workerid","tested_on","response","check_index","property","correct","condition"
0,-1,0.91,1,"""dogs bark""","true","""practice"""
0,-1,0.51,2,"""birds are male""","true","""practice"""
0,-1,0.39,2,"""cats get cancer""","true","""practice"""
0,-1,0,2,"""lions lay eggs""","true","""practice"""
0,0,0,0,"""lorches have long legs and breathe underwater""","1","""memory_check"""
0,0,0,1,"""taifles have gold spots that are sticky""","1","""memory_check"""
0,1,0,2,"""all yomis live in the borderland woodlands""","0","""memory_check"""
0,0,0,3,"""dorbs have infected, yellow scales ""","1","""memory_check"""
0,0,0,4,"""no kweps eat plants""","1","""memory_check"""
0,1,0,5,"""no ice storms on Dax result in permanent damage to the plants and animals on Dax""","0","""memory_check"""
0,1,1,6,"""all aliens love Zorxon""","1","""memory_check"""
0,0,0,7,"""cranoor is the king of all beings""","1","""memory_check"""
0,-1,-1,-1,"""Read a story about alien stuff and try to answer questions with little context as best I could.""","-1","""explanation"""
1,-1,0.98,1,"""dogs bark""","true","""practice"""
1,-1,0.5,2,"""birds are male""","true","""practice"""
1,-1,0.16,2,"""cats get cancer""","true","""practice"""
1,-1,0,2,"""lions lay eggs""","true","""practice"""
1,0,0,0,"""taifles have gold spots that are sticky""","1","""memory_check"""
1,1,1,1,"""all blins have hollow bones""","1","""memory_check"""
1,1,1,2,"""no plovs live in the continent of Aga""","1","""memory_check"""
1,0,0,3,"""dorbs have infected, yellow scales ""","1","""memory_check"""
1,1,1,4,"""most morseths build permanent structures called fendles""","1","""memory_check"""
1,0,0,5,"""lorches have long legs and breathe underwater""","1","""memory_check"""
1,0,1,6,"""no kweps eat plants""","0","""memory_check"""
1,0,0,7,"""cranoor is the king of all beings""","1","""memory_check"""
1,-1,-1,-1,"""i answered questions about the aliens and their habitats.""","-1","""explanation"""
2,-1,1,1,"""dogs bark""","true","""practice"""
2,-1,0.5,2,"""birds are male""","true","""practice"""
2,-1,0.15,2,"""cats get cancer""","true","""practice"""
2,-1,0,2,"""lions lay eggs""","true","""practice"""
2,1,1,0,"""most morseths build permanent structures called fendles""","1","""memory_check"""
2,1,1,1,"""no ice storms on Dax result in permanent damage to the plants and animals on Dax""","1","""memory_check"""
2,0,0,2,"""taifles have gold spots that are sticky""","1","""memory_check"""
2,0,1,3,"""no kweps eat plants""","0","""memory_check"""
2,0,0,4,"""cranoor is the king of all beings""","1","""memory_check"""
2,0,0,5,"""dorbs have infected, yellow scales ""","1","""memory_check"""
2,0,0,6,"""lorches have long legs and breathe underwater""","1","""memory_check"""
2,1,1,7,"""all blins have hollow bones""","1","""memory_check"""
2,-1,-1,-1,"""Memory and interp. of story""","-1","""explanation"""
3,-1,0.97,1,"""dogs bark""","true","""practice"""
3,-1,0.48,2,"""birds are male""","true","""practice"""
3,-1,0.34,2,"""cats get cancer""","true","""practice"""
3,-1,0,2,"""lions lay eggs""","true","""practice"""
3,0,0,0,"""taifles have gold spots that are sticky""","1","""memory_check"""
3,1,1,1,"""most morseths build permanent structures called fendles""","1","""memory_check"""
3,0,0,2,"""cranoor is the king of all beings""","1","""memory_check"""
3,0,0,3,"""lorches have long legs and breathe underwater""","1","""memory_check"""
3,1,1,4,"""all aliens love Zorxon""","1","""memory_check"""
3,0,1,5,"""no kweps eat plants""","0","""memory_check"""
3,0,0,6,"""dorbs have infected, yellow scales ""","1","""memory_check"""
3,1,1,7,"""all aliens remember Wint""","1","""memory_check"""
3,-1,-1,-1,"""I focused on the primary focus of each chapter and any attributes to remember later.""","-1","""explanation"""
4,-1,0.82,1,"""dogs bark""","true","""practice"""
4,-1,0.5,2,"""birds are male""","true","""practice"""
4,-1,0.11,2,"""cats get cancer""","true","""practice"""
4,-1,0,2,"""lions lay eggs""","true","""practice"""
4,0,1,0,"""no kweps eat plants""","0","""memory_check"""
4,0,0,1,"""taifles have gold spots that are sticky""","1","""memory_check"""
4,1,0,2,"""no ice storms on Dax result in permanent damage to the plants and animals on Dax""","0","""memory_check"""
4,1,1,3,"""all blins have hollow bones""","1","""memory_check"""
4,1,0,4,"""no plovs live in the continent of Aga""","0","""memory_check"""
4,0,0,5,"""lorches have long legs and breathe underwater""","1","""memory_check"""
4,0,0,6,"""cranoor is the king of all beings""","1","""memory_check"""
4,0,0,7,"""dorbs have infected, yellow scales ""","1","""memory_check"""
4,-1,-1,-1,"""Read a book about an alien planets and their creatures/weather and then provided percentage chance on things""","-1","""explanation"""
5,-1,1,1,"""dogs bark""","true","""practice"""
5,-1,0.5,2,"""birds are male""","true","""practice"""
5,-1,0.41,2,"""cats get cancer""","true","""practice"""
5,-1,0,2,"""lions lay eggs""","true","""practice"""
5,0,0,0,"""cranoor is the king of all beings""","1","""memory_check"""
5,1,1,1,"""all aliens remember Wint""","1","""memory_check"""
5,0,0,2,"""dorbs have infected, yellow scales ""","1","""memory_check"""
5,0,0,3,"""no kweps eat plants""","1","""memory_check"""
5,0,0,4,"""lorches have long legs and breathe underwater""","1","""memory_check"""
5,0,0,5,"""taifles have gold spots that are sticky""","1","""memory_check"""
5,1,1,6,"""all blins have hollow bones""","1","""memory_check"""
5,1,1,7,"""most morseths build permanent structures called fendles""","1","""memory_check"""
5,-1,-1,-1,"""Read a story about animals and had to answer questions after every chapter""","-1","""explanation"""
6,-1,0.98,1,"""dogs bark""","true","""practice"""
6,-1,0.5,2,"""birds are male""","true","""practice"""
6,-1,0,2,"""cats get cancer""","true","""practice"""
6,-1,0,2,"""lions lay eggs""","true","""practice"""
6,0,0,0,"""cranoor is the king of all beings""","1","""memory_check"""
6,1,1,1,"""all aliens remember Wint""","1","""memory_check"""
6,1,1,2,"""all blins have hollow bones""","1","""memory_check"""
6,1,1,3,"""all yomis live in the borderland woodlands""","1","""memory_check"""
6,0,1,4,"""lorches have long legs and breathe underwater""","0","""memory_check"""
6,0,0,5,"""dorbs have infected, yellow scales ""","1","""memory_check"""
6,0,0,6,"""taifles have gold spots that are sticky""","1","""memory_check"""
6,0,0,7,"""no kweps eat plants""","1","""memory_check"""
6,-1,-1,-1,"""I read the stories out loud and answered the questions as best as I could.""","-1","""explanation"""
7,-1,1,1,"""dogs bark""","true","""practice"""
7,-1,0.5,2,"""birds are male""","true","""practice"""
7,-1,0.1,2,"""cats get cancer""","true","""practice"""
7,-1,0,2,"""lions lay eggs""","true","""practice"""
7,0,0,0,"""no kweps eat plants""","1","""memory_check"""
7,1,1,1,"""most morseths build permanent structures called fendles""","1","""memory_check"""
7,1,1,2,"""no animals eat kazzes""","1","""memory_check"""
7,1,1,3,"""no ice storms on Dax result in permanent damage to the plants and animals on Dax""","1","""memory_check"""
7,0,0,4,"""cranoor is the king of all beings""","1","""memory_check"""
7,0,0,5,"""dorbs have infected, yellow scales ""","1","""memory_check"""
7,0,0,6,"""lorches have long legs and breathe underwater""","1","""memory_check"""
7,0,0,7,"""taifles have gold spots that are sticky""","1","""memory_check"""
7,-1,-1,-1,"""I read the story and answered random questions about it by providing percentages about certain facts from the story.""","-1","""explanation"""
8,-1,0.94,1,"""dogs bark""","true","""practice"""
8,-1,0.51,2,"""birds are male""","true","""practice"""
8,-1,0.16,2,"""cats get cancer""","true","""practice"""
8,-1,0.01,2,"""lions lay eggs""","true","""practice"""
8,1,1,0,"""all blins have hollow bones""","1","""memory_check"""
8,1,0,1,"""all aliens love Zorxon""","0","""memory_check"""
8,0,0,2,"""cranoor is the king of all beings""","1","""memory_check"""
8,0,0,3,"""dorbs have infected, yellow scales ""","1","""memory_check"""
8,0,0,4,"""taifles have gold spots that are sticky""","1","""memory_check"""
8,1,1,5,"""most morseths build permanent structures called fendles""","1","""memory_check"""
8,0,1,6,"""lorches have long legs and breathe underwater""","0","""memory_check"""
8,0,1,7,"""no kweps eat plants""","0","""memory_check"""
8,-1,-1,-1,"""I read about an a different planet that has similar continents to earth but different animals and people and read and marked on a scales what I thought they did in life""","-1","""explanation"""
9,-1,1,1,"""dogs bark""","true","""practice"""
9,-1,0.5,2,"""birds are male""","true","""practice"""
9,-1,0.66,2,"""cats get cancer""","false","""practice"""
9,-1,0,2,"""lions lay eggs""","true","""practice"""
9,1,1,0,"""all aliens love Zorxon""","1","""memory_check"""
9,0,0,1,"""dorbs have infected, yellow scales ""","1","""memory_check"""
9,0,0,2,"""lorches have long legs and breathe underwater""","1","""memory_check"""
