"workerid","language","enjoyment","gender","age","problems","comments","asses","fairprice","education"
0,"""English""","""0""","""Female""","""37""","""None.""","""""","""Yes""","""1.5""","""0"""
1,"""English""","""0""","""Male""","""32""","""no""","""thanks""","""Yes""","""1.00""","""3"""
2,"""English""","""0""","""Male""","""38""","""no""","""""","""Yes""","""""","""1"""
3,"""English""","""0""","""Male""","""41""","""no""","""""","""Yes""","""1.00""","""1"""
4,"""English""","""0""","""Female""","""34""","""no""","""""","""Yes""","""the amount is fair""","""2"""
5,"""english""","""0""","""Female""","""55""","""no but y memory isn&quotechart the best anymore :(""","""I tried my best, please remember all of us have different memory capacities on mturk.""","""Yes""","""1.00""","""1"""
6,"""English""","""1""","""Female""","""59""","""no""","""""","""Yes""","""75""","""4"""
7,"""English""","""1""","""Female""","""34""","""No""","""""","""Yes""","""1.00""","""3"""
8,"""English""","""1""","""Female""","""24""","""No.""","""""","""Yes""","""Yes.""","""2"""
9,"""English""","""0""","""Male""","""27""","""no""","""""","""Yes""","""0.90""","""3"""
10,"""English""","""0""","""Male""","""29""","""""","""""","""No""","""1.00""","""3"""
11,"""English""","""1""","""Male""","""28""","""None""","""""","""Yes""","""1.00""","""3"""
12,"""English""","""0""","""""","""25""","""""","""""","""No""","""1.00""","""4"""
13,"""English""","""0""","""Male""","""50""","""no""","""Thanks""","""Yes""","""yes""","""2"""
14,"""English""","""1""","""Female""","""28""","""none""","""""","""Yes""","""0.85""","""3"""
15,"""English""","""0""","""Female""","""29""","""""","""""","""No""","""4.00""","""3"""
16,"""United States""","""0""","""Male""","""27""","""No""","""""","""Yes""","""1.00""","""3"""
17,"""English""","""0""","""Male""","""27""","""""","""""","""Yes""","""1.25""","""3"""
18,"""English""","""1""","""Female""","""28""","""None.""","""None, thanks!""","""Yes""","""I think $1 would have been fairer.""","""3"""
19,"""english""","""0""","""Male""","""28""","""none""","""none""","""Yes""",""".75""","""3"""
20,"""English""","""0""","""Male""","""35""","""""","""""","""Yes""",""".75""","""3"""
21,"""english""","""0""","""Male""","""27""","""no issues""","""no issues""","""Yes""","""1.00""","""1"""
22,"""""","""99""","""""","""""","""""","""""",NA,"""""","""-1"""
23,"""english""","""0""","""Male""","""24""","""""","""""","""Yes""","""""","""3"""
24,"""English""","""0""","""Female""","""30""","""no""","""""","""Yes""","""yes""","""3"""
25,"""English""","""0""","""Female""","""44""","""""","""""","""Yes""",""".75""","""2"""
26,"""English""","""0""","""Male""","""33""","""no""","""""","""Yes""","""yes""","""3"""
