"workerid","tested_on","response","check_index","property","correct","condition"
0,1,1,0,"""Krens are stup-herders and fishermen""",1,"""memory_check"""
0,1,1,1,"""Glippets live in Caro and Este""",1,"""memory_check"""
0,1,0,2,"""Ice storms don&quotechart result in permanent damage to the plants and animals on Dax""",0,"""memory_check"""
0,0,0,3,"""Lorches have long legs and breathe underwater""",1,"""memory_check"""
0,0,0,4,"""Taifles have gold spots that are sticky""",1,"""memory_check"""
0,0,0,5,"""Kweps eat plants""",1,"""memory_check"""
0,1,1,6,"""Everyone loves Zorxon""",1,"""memory_check"""
0,0,0,7,"""Dorbs have infected, yellow scales """,1,"""memory_check"""
0,0,0,8,"""Cranoor is the kind of all beings""",1,"""memory_check"""
0,1,1,9,"""Krens pray in caboos and daiths""",1,"""memory_check"""
0,-1,-1,-1,"""""",-1,"""memory_check"""
1,1,1,0,"""Krens pray in caboos and daiths""",1,"""memory_check"""
1,0,0,1,"""Lorches have long legs and breathe underwater""",1,"""memory_check"""
1,1,1,2,"""Ice storms don&quotechart result in permanent damage to the plants and animals on Dax""",1,"""memory_check"""
1,0,0,3,"""Taifles have gold spots that are sticky""",1,"""memory_check"""
1,0,0,4,"""Cranoor is the kind of all beings""",1,"""memory_check"""
1,0,0,5,"""Dorbs have infected, yellow scales """,1,"""memory_check"""
1,1,1,6,"""Krens are stup-herders and fishermen""",1,"""memory_check"""
1,0,1,7,"""Kweps eat plants""",0,"""memory_check"""
1,1,1,8,"""Glippets live in Caro and Este""",1,"""memory_check"""
1,1,0,9,"""Everyone loves Zorxon""",0,"""memory_check"""
1,-1,-1,-1,"""I read a story about an alien planet and answered questions about it""",-1,"""memory_check"""
2,1,0,0,"""Glippets live in Caro and Este""",0,"""memory_check"""
2,1,1,1,"""Ice storms don&quotechart result in permanent damage to the plants and animals on Dax""",1,"""memory_check"""
2,1,1,2,"""Krens are stup-herders and fishermen""",1,"""memory_check"""
2,0,0,3,"""Dorbs have infected, yellow scales """,1,"""memory_check"""
2,0,1,4,"""Kweps eat plants""",0,"""memory_check"""
2,1,1,5,"""Everyone loves Zorxon""",1,"""memory_check"""
2,1,0,6,"""Krens pray in caboos and daiths""",0,"""memory_check"""
2,0,0,7,"""Cranoor is the kind of all beings""",1,"""memory_check"""
2,0,0,8,"""Taifles have gold spots that are sticky""",1,"""memory_check"""
2,0,0,9,"""Lorches have long legs and breathe underwater""",1,"""memory_check"""
2,-1,-1,-1,"""""",-1,"""memory_check"""
3,1,0,0,"""Krens pray in caboos and daiths""",0,"""memory_check"""
3,0,0,1,"""Kweps eat plants""",1,"""memory_check"""
3,1,0,2,"""Glippets live in Caro and Este""",0,"""memory_check"""
