"workerid","language","enjoyment","gender","age","problems","comments","asses","fairprice","education"
0,"""English""","""0""","""Female""","""22""","""""","""""","""Yes""","""1.5""","""2"""
1,"""English""","""0""","""Female""","""27""","""On an early question (question 4, maybe?) there was one property that said \""undefined\"" during the question instead of a property to consider. I marked \""0%\"" for this question.""","""I don&quotechart know if it was intentional, or part of the experiment, but reading the stories in segments as they were presented, with such large letters, made them kind of difficult to parse? Having the whole story on one page would have helped my memory of the facts better, I think. But again: maybe that was part of the experiment. :)""","""Yes""","""1.25""","""2"""
2,"""english""","""-1""","""Male""","""31""","""""","""""","""Yes""","""3""","""3"""
3,"""English""","""0""","""Male""","""26""","""no""","""""","""No""","""1.5""","""2"""
4,"""""","""0""","""Female""","""25""","""""","""""","""Yes""","""""","""3"""
5,"""English""","""1""","""Male""","""29""","""No""","""""","""Yes""","""2.00""","""2"""
6,"""english""","""0""","""Male""","""39""","""no""","""""","""Yes""","""1.75""","""3"""
7,"""english""","""1""","""Female""","""31""","""no""","""""","""Yes""","""1.25""","""2"""
8,"""English""","""0""","""Female""","""37""","""None""","""""","""Yes""","""2""","""3"""
9,"""English""","""1""","""Female""","""27""","""No  problems""","""Very nice""","""Yes""","""1500""","""3"""
10,"""english""","""1""","""Female""","""61""","""""","""""","""Yes""","""yes""","""2"""
11,"""English""","""0""","""Female""","""43""","""No""","""""","""Yes""","""meh""","""3"""
12,"""english""","""1""","""Male""","""53""","""no""","""none""","""Yes""","""1.50""","""1"""
13,"""English""","""1""","""Male""","""25""","""Nothing""","""This study is some learning for me""","""Yes""","""50""","""3"""
14,"""English""","""0""","""Male""","""21""","""""","""""","""No""","""Yes""","""2"""
15,"""English""","""0""","""Female""","""38""","""no""","""Thank you.""","""Yes""","""2.00""","""2"""
16,"""english""","""0""","""Female""","""38""","""no""","""""","""Yes""","""1.50""","""3"""
17,"""English""","""0""","""Male""","""45""","""no""","""too long for the pay""","""Yes""","""2.00""","""2"""
18,"""English""","""1""","""Female""","""20""","""No""","""""","""No""","""1.25""","""2"""
19,"""English""","""1""","""Male""","""37""","""There was a misspelling, but I don&quotechart remember what word now.  It could have been confusing to someone else.""","""""","""Yes""","""1.25""","""2"""
20,"""English""","""0""","""Female""","""36""","""No.""","""This was challenging until I started reading the passages out loud - that seemed to help me retain the information better.""","""Yes""","""It&quotechars a little low.""","""3"""
21,"""English""","""0""","""Female""","""58""","""no""","""none""","""Yes""","""1.25""","""3"""
22,"""english""","""1""","""Male""","""24""","""no""","""good study""","""Yes""","""1.25""","""2"""
23,"""English""","""1""","""Male""","""42""","""Misspelling of domesticated -- &quotecharquasi-domensticated&quotechar""","""Wish it had pictures!""","""Yes""","""1.50""","""3"""
24,"""English""","""1""","""Female""","""48""","""""","""""","""Yes""","""2.00""","""3"""
25,"""English""","""0""","""Male""","""30""","""no""","""Great Study, hope to do more in the future.""","""Yes""","""yes""","""3"""
26,"""English""","""0""","""Male""","""32""","""No.""","""""","""Yes""","""2.50""","""2"""
