"workerid","language","enjoyment","gender","age","problems","comments","asses","fairprice","education"
0,"""English""","""0""","""Male""","""27""","""""","""""","""Yes""",""".85""","""1"""
1,"""English""","""1""","""Male""","""37""","""nope""","""""","""Yes""","""yes""","""3"""
2,"""English""","""0""","""Female""","""70""","""no""","""""","""Yes""","""1.00""","""1"""
3,"""English""","""0""","""Male""","""30""","""""","""""","""Yes""","""Kind of""","""1"""
4,"""English""","""0""","""Male""","""26""","""none""","""Nice Experiment""",NA,"""5.00""","""2"""
5,"""English""","""1""","""Female""","""51""","""No""","""""","""Yes""",""".85""","""2"""
6,"""English""","""1""","""Male""","""35""","""No""","""""","""Yes""","""1""","""2"""
7,"""English""","""1""","""Female""","""47""","""none""","""none""","""Yes""","""1.00""","""3"""
8,"""ENGLISH""","""1""","""Female""","""41""","""NONE""","""GOOD I WANT MORE""","""Yes""","""I DONT KNOW""","""4"""
9,"""english""","""1""","""Male""","""42""","""no""","""Thank you""","""Yes""","""2.00""","""3"""
10,"""English""","""1""","""Female""","""35""","""No""","""""","""Yes""","""0.85""","""3"""
11,"""english""","""0""","""Male""","""41""","""No""","""""","""Yes""","""1.50""","""3"""
12,"""english""","""0""","""Male""","""32""","""Nope""","""""","""Yes""","""Yes""","""2"""
13,"""english""","""0""","""Male""","""27""","""""","""""","""Yes""","""1""","""2"""
14,"""enlgish""","""0""","""Male""","""23""","""no""","""""","""Yes""","""1.25""","""1"""
15,"""English""","""1""","""Female""","""24""","""no""","""""","""Yes""","""2.00""","""3"""
16,"""ENGLISH""","""1""","""Male""","""48""","""NO""","""GOOD""","""Yes""","""1 ""","""3"""
18,"""English""","""0""","""Female""","""25""","""No ""","""Pay was a little low for the amount of time it took to complete this study. ""","""Yes""","""1.50""","""2"""
19,"""""","""99""","""""","""""","""""","""""",NA,"""""","""-1"""
20,"""English""","""1""","""Male""","""43""","""No""","""Thanks for the HIT!  I did my best and hope the data is useful!""","""Yes""",""".85""","""2"""
21,"""English""","""0""","""Male""","""38""","""No""","""""","""Yes""","""1.00""","""3"""
22,"""English""","""1""","""Male""","""32""","""NA""","""Great study""",NA,"""1.50""","""2"""
23,"""English""","""0""","""Female""","""31""","""""","""""","""Yes""","""1""","""3"""
24,"""English""","""1""","""Female""","""22""","""no""","""Very interesting.""","""Yes""","""1""","""3"""
25,"""English""","""1""","""Male""","""30""","""none""","""This is some story related survey.""","""No""","""0.85""","""3"""
26,"""english""","""0""","""Male""","""34""","""no""","""""","""Yes""","""little more would be nice""","""3"""
