"workerid","tested_on","response","check_index","property","correct","condition"
0,-1,0.61,1,"""dogs bark""","false","""practice"""
0,-1,0.42,2,"""birds are male""","true","""practice"""
0,-1,0.2,2,"""ticks carry lyme disease""","true","""practice"""
0,1,0,0,"""Ice storms don&quotechart result in permanent damage to the plants and animals on Dax""","0","""memory_check"""
0,0,0,1,"""Cranoor is the kind of all beings""","1","""memory_check"""
0,1,1,2,"""Glippets live in Caro and Este""","1","""memory_check"""
0,1,0,3,"""Krens are stup-herders and fishermen""","0","""memory_check"""
0,0,0,4,"""Kweps eat plants""","1","""memory_check"""
0,0,0,5,"""Lorches have long legs and breathe underwater""","1","""memory_check"""
0,1,1,6,"""Krens pray in caboos and daiths""","1","""memory_check"""
0,1,1,7,"""Everyone loves Zorxon""","1","""memory_check"""
0,0,0,8,"""Taifles have gold spots that are sticky""","1","""memory_check"""
0,0,0,9,"""Dorbs have infected, yellow scales ""","1","""memory_check"""
0,-1,-1,-1,"""Skimmed through the pages and tried to remember what I thought were key details that were mentioned per chapter.""","-1","""explanation"""
1,-1,0.99,1,"""dogs bark""","true","""practice"""
1,-1,0.5,2,"""birds are male""","true","""practice"""
1,-1,0.01,2,"""ticks carry lyme disease""","true","""practice"""
1,1,0,0,"""Krens are stup-herders and fishermen""","0","""memory_check"""
1,0,0,1,"""Taifles have gold spots that are sticky""","1","""memory_check"""
1,0,0,2,"""Kweps eat plants""","1","""memory_check"""
1,1,1,3,"""Ice storms don&quotechart result in permanent damage to the plants and animals on Dax""","1","""memory_check"""
1,0,0,4,"""Dorbs have infected, yellow scales ""","1","""memory_check"""
1,1,0,5,"""Krens pray in caboos and daiths""","0","""memory_check"""
1,1,1,6,"""Glippets live in Caro and Este""","1","""memory_check"""
1,1,1,7,"""Everyone loves Zorxon""","1","""memory_check"""
1,0,0,8,"""Cranoor is the kind of all beings""","1","""memory_check"""
1,0,0,9,"""Lorches have long legs and breathe underwater""","1","""memory_check"""
1,-1,-1,-1,"""tried to guess what percentage of these creatures exhibited certain attributes described vaguely in the text""","-1","""explanation"""
2,-1,1,1,"""dogs bark""","true","""practice"""
2,-1,0.5,2,"""birds are male""","true","""practice"""
2,-1,0.3,2,"""ticks carry lyme disease""","true","""practice"""
2,0,0,0,"""Lorches have long legs and breathe underwater""","1","""memory_check"""
2,1,1,1,"""Krens are stup-herders and fishermen""","1","""memory_check"""
2,1,1,2,"""Krens pray in caboos and daiths""","1","""memory_check"""
2,0,0,3,"""Taifles have gold spots that are sticky""","1","""memory_check"""
2,0,0,4,"""Dorbs have infected, yellow scales ""","1","""memory_check"""
2,0,0,5,"""Cranoor is the kind of all beings""","1","""memory_check"""
2,1,1,6,"""Glippets live in Caro and Este""","1","""memory_check"""
2,1,1,7,"""Everyone loves Zorxon""","1","""memory_check"""
2,1,1,8,"""Ice storms don&quotechart result in permanent damage to the plants and animals on Dax""","1","""memory_check"""
2,0,1,9,"""Kweps eat plants""","0","""memory_check"""
2,-1,-1,-1,"""read a chapter and answered a question on a sliding scale""","-1","""explanation"""
3,-1,1,1,"""dogs bark""","true","""practice"""
3,-1,0.5,2,"""birds are male""","true","""practice"""
3,-1,0.25,2,"""ticks carry lyme disease""","true","""practice"""
3,1,1,0,"""Glippets live in Caro and Este""","1","""memory_check"""
3,0,0,1,"""Lorches have long legs and breathe underwater""","1","""memory_check"""
3,0,0,2,"""Taifles have gold spots that are sticky""","1","""memory_check"""
3,0,1,3,"""Kweps eat plants""","0","""memory_check"""
3,1,0,4,"""Ice storms don&quotechart result in permanent damage to the plants and animals on Dax""","0","""memory_check"""
3,0,0,5,"""Dorbs have infected, yellow scales ""","1","""memory_check"""
3,1,1,6,"""Krens are stup-herders and fishermen""","1","""memory_check"""
